No of locations: 20
Threshold: 150
No of supply centers: 3
No of large vehicles at the supply centres: 1
No of small vehicles at supply centres: 2
X: 20
Capacity of Large vehicle: 100
loc 1: (7,65) resources: 60 large vehicles: 0 small vehicles: 1
damage(26,95): 0
damage(26,96): 2
damage(26,97): 1
damage(26,98): 1
damage(26,99): 2
damage(27,0): 0
damage(27,1): 0
damage(27,2): 0
damage(27,3): 1
damage(27,4): 2
damage(27,5): 0
damage(27,6): 0
damage(27,7): 1
damage(27,8): 2
damage(27,9): 1
damage(27,10): 2
damage(27,11): 1
damage(27,12): 1
damage(27,13): 2
damage(27,14): 2
damage(27,15): 2
damage(27,16): 0
damage(27,17): 1
damage(27,18): 1
damage(27,19): 1
damage(27,20): 1
damage(27,21): 2
damage(27,22): 2
damage(27,23): 2
damage(27,24): 1
damage(27,25): 2
damage(27,26): 0
damage(27,27): 1
damage(27,28): 1
damage(27,29): 2
damage(27,30): 0
damage(27,31): 2
damage(27,32): 0
damage(27,33): 1
damage(27,34): 0
damage(27,35): 2
damage(27,36): 1
damage(27,37): 1
damage(27,38): 1
damage(27,39): 1
damage(27,40): 0
damage(27,41): 1
damage(27,42): 2
damage(27,43): 2
damage(27,44): 1
damage(27,45): 1
damage(27,46): 2
damage(27,47): 1
damage(27,48): 1
damage(27,49): 1
damage(27,50): 2
damage(27,51): 0
damage(27,52): 1
damage(27,53): 2
damage(27,54): 2
damage(27,55): 2
damage(27,56): 2
damage(27,57): 0
damage(27,58): 0
damage(27,59): 1
damage(27,60): 0
damage(27,61): 2
damage(27,62): 1
damage(27,63): 0
damage(27,64): 0
damage(27,65): 2
damage(27,66): 0
damage(27,67): 2
damage(27,68): 1
damage(27,69): 1
damage(27,70): 0
damage(27,71): 2
damage(27,72): 2
damage(27,73): 2
damage(27,74): 2
damage(27,75): 0
damage(27,76): 2
damage(27,77): 2
damage(27,78): 1
damage(27,79): 0
damage(27,80): 0
damage(27,81): 1
damage(27,82): 1
damage(27,83): 1
damage(27,84): 1
damage(27,85): 1
damage(27,86): 1
damage(27,87): 1
damage(27,88): 1
damage(27,89): 0
damage(27,90): 0
damage(27,91): 1
damage(27,92): 2
damage(27,93): 1
damage(27,94): 2
damage(27,95): 0
damage(27,96): 1
damage(27,97): 2
damage(27,98): 2
damage(27,99): 0
damage(28,0): 1
damage(28,1): 0
damage(28,2): 0
damage(28,3): 1
damage(28,4): 2
damage(28,5): 0
damage(28,6): 2
damage(28,7): 2
damage(28,8): 0
damage(28,9): 1
damage(28,10): 0
damage(28,11): 1
damage(28,12): 1
damage(28,13): 1
damage(28,14): 0
damage(28,15): 2
damage(28,16): 2
damage(28,17): 2
damage(28,18): 0
damage(28,19): 1
damage(28,20): 2
damage(28,21): 0
damage(28,22): 0
damage(28,23): 2
damage(28,24): 0
damage(28,25): 0
damage(28,26): 2
damage(28,27): 1
damage(28,28): 2
damage(28,29): 1
damage(28,30): 0
damage(28,31): 1
damage(28,32): 1
damage(28,33): 0
damage(28,34): 0
damage(28,35): 2
damage(28,36): 1
damage(28,37): 0
damage(28,38): 1
damage(28,39): 1
damage(28,40): 2
damage(28,41): 2
damage(28,42): 1
damage(28,43): 0
damage(28,44): 1
damage(28,45): 2
damage(28,46): 0
damage(28,47): 1
damage(28,48): 1
damage(28,49): 1
damage(28,50): 0
damage(28,51): 2
damage(28,52): 0
damage(28,53): 0
damage(28,54): 1
damage(28,55): 0
damage(28,56): 0
damage(28,57): 1
damage(28,58): 2
damage(28,59): 1
damage(28,60): 0
damage(28,61): 2
damage(28,62): 0
damage(28,63): 0
damage(28,64): 0
damage(28,65): 1
damage(28,66): 2
damage(28,67): 0
damage(28,68): 1
damage(28,69): 1
damage(28,70): 2
damage(28,71): 2
damage(28,72): 1
damage(28,73): 0
damage(28,74): 2
damage(28,75): 0
damage(28,76): 2
damage(28,77): 0
damage(28,78): 1
damage(28,79): 1
damage(28,80): 0
damage(28,81): 1
damage(28,82): 1
damage(28,83): 0
damage(28,84): 1
damage(28,85): 2
damage(28,86): 1
damage(28,87): 0
damage(28,88): 1
damage(28,89): 1
damage(28,90): 2
damage(28,91): 2
damage(28,92): 1
damage(28,93): 0
damage(28,94): 2
damage(28,95): 2
damage(28,96): 2
damage(28,97): 2
damage(28,98): 2
damage(28,99): 1
damage(29,0): 0
damage(29,1): 2
damage(29,2): 0
damage(29,3): 2
damage(29,4): 0
damage(29,5): 1
damage(29,6): 2
damage(29,7): 0
damage(29,8): 1
damage(29,9): 1
damage(29,10): 2
damage(29,11): 1
damage(29,12): 0
damage(29,13): 0
damage(29,14): 2
damage(29,15): 2
damage(29,16): 0
damage(29,17): 0
damage(29,18): 2
damage(29,19): 2
damage(29,20): 0
damage(29,21): 2
damage(29,22): 2
damage(29,23): 2
damage(29,24): 0
damage(29,25): 2
damage(29,26): 1
damage(29,27): 2
damage(29,28): 1
damage(29,29): 2
damage(29,30): 0
damage(29,31): 2
damage(29,32): 2
damage(29,33): 2
damage(29,34): 2
damage(29,35): 2
damage(29,36): 0
damage(29,37): 1
damage(29,38): 0
damage(29,39): 1
damage(29,40): 0
damage(29,41): 2
damage(29,42): 1
damage(29,43): 0
damage(29,44): 0
damage(29,45): 1
damage(29,46): 0
damage(29,47): 1
damage(29,48): 2
damage(29,49): 0
damage(29,50): 1
damage(29,51): 2
damage(29,52): 0
damage(29,53): 0
damage(29,54): 1
damage(29,55): 1
damage(29,56): 0
damage(29,57): 0
damage(29,58): 1
damage(29,59): 1
damage(29,60): 0
damage(29,61): 2
damage(29,62): 1
damage(29,63): 2
damage(29,64): 1
damage(29,65): 1
damage(29,66): 0
damage(29,67): 1
damage(29,68): 0
damage(29,69): 0
damage(29,70): 1
damage(29,71): 1
damage(29,72): 1
damage(29,73): 0
damage(29,74): 2
damage(29,75): 1
damage(29,76): 1
damage(29,77): 2
damage(29,78): 0
damage(29,79): 1
damage(29,80): 1
damage(29,81): 1
damage(29,82): 1
damage(29,83): 2
damage(29,84): 2
damage(29,85): 0
damage(29,86): 0
damage(29,87): 2
damage(29,88): 1
damage(29,89): 1
damage(29,90): 0
damage(29,91): 1
damage(29,92): 1
damage(29,93): 0
damage(29,94): 2
damage(29,95): 0
damage(29,96): 1
damage(29,97): 2
damage(29,98): 2
damage(29,99): 1
damage(30,0): 0
damage(30,1): 0
damage(30,2): 0
damage(30,3): 1
damage(30,4): 1
damage(30,5): 0
damage(30,6): 0
damage(30,7): 0
damage(30,8): 0
damage(30,9): 0
damage(30,10): 1
damage(30,11): 1
damage(30,12): 0
damage(30,13): 0
damage(30,14): 0
damage(30,15): 2
damage(30,16): 0
damage(30,17): 1
damage(30,18): 2
damage(30,19): 2
damage(30,20): 0
damage(30,21): 0
damage(30,22): 2
damage(30,23): 2
damage(30,24): 0
damage(30,25): 2
damage(30,26): 0
damage(30,27): 2
damage(30,28): 1
damage(30,29): 2
damage(30,30): 2
damage(30,31): 2
damage(30,32): 1
damage(30,33): 2
damage(30,34): 1
damage(30,35): 2
damage(30,36): 0
damage(30,37): 2
damage(30,38): 0
damage(30,39): 1
damage(30,40): 0
damage(30,41): 2
damage(30,42): 0
damage(30,43): 0
damage(30,44): 0
damage(30,45): 2
damage(30,46): 0
damage(30,47): 1
damage(30,48): 0
damage(30,49): 0
damage(30,50): 2
damage(30,51): 2
damage(30,52): 1
damage(30,53): 1
damage(30,54): 2
damage(30,55): 2
damage(30,56): 0
damage(30,57): 2
damage(30,58): 1
damage(30,59): 2
damage(30,60): 2
damage(30,61): 1
damage(30,62): 1
damage(30,63): 0
damage(30,64): 1
damage(30,65): 0
damage(30,66): 1
damage(30,67): 2
damage(30,68): 0
damage(30,69): 1
damage(30,70): 1
damage(30,71): 1
damage(30,72): 1
damage(30,73): 2
damage(30,74): 2
damage(30,75): 2
damage(30,76): 2
damage(30,77): 0
damage(30,78): 1
damage(30,79): 0
damage(30,80): 0
damage(30,81): 0
damage(30,82): 2
damage(30,83): 2
damage(30,84): 2
damage(30,85): 1
damage(30,86): 2
damage(30,87): 0
damage(30,88): 1
damage(30,89): 1
damage(30,90): 2
damage(30,91): 1
damage(30,92): 0
damage(30,93): 1
damage(30,94): 1
damage(30,95): 2
damage(30,96): 0
damage(30,97): 0
damage(30,98): 1
damage(30,99): 0
damage(31,0): 2
damage(31,1): 0
damage(31,2): 1
damage(31,3): 1
damage(31,4): 0
damage(31,5): 1
damage(31,6): 1
damage(31,7): 2
damage(31,8): 2
damage(31,9): 0
damage(31,10): 2
damage(31,11): 0
damage(31,12): 1
damage(31,13): 0
damage(31,14): 0
damage(31,15): 0
damage(31,16): 1
damage(31,17): 2
damage(31,18): 0
damage(31,19): 1
damage(31,20): 0
damage(31,21): 0
damage(31,22): 2
damage(31,23): 1
damage(31,24): 2
damage(31,25): 1
damage(31,26): 0
damage(31,27): 2
damage(31,28): 2
damage(31,29): 2
damage(31,30): 0
damage(31,31): 2
damage(31,32): 2
damage(31,33): 2
damage(31,34): 0
damage(31,35): 0
damage(31,36): 1
damage(31,37): 2
damage(31,38): 2
damage(31,39): 1
damage(31,40): 0
damage(31,41): 1
damage(31,42): 2
damage(31,43): 1
damage(31,44): 2
damage(31,45): 2
damage(31,46): 2
damage(31,47): 2
damage(31,48): 2
damage(31,49): 0
damage(31,50): 0
damage(31,51): 2
damage(31,52): 0
damage(31,53): 2
damage(31,54): 2
damage(31,55): 1
damage(31,56): 0
damage(31,57): 2
damage(31,58): 0
damage(31,59): 0
damage(31,60): 2
damage(31,61): 1
damage(31,62): 2
damage(31,63): 2
damage(31,64): 2
damage(31,65): 1
damage(31,66): 2
damage(31,67): 1
damage(31,68): 0
damage(31,69): 1
damage(31,70): 0
damage(31,71): 1
damage(31,72): 1
damage(31,73): 2
damage(31,74): 2
damage(31,75): 0
damage(31,76): 2
damage(31,77): 2
damage(31,78): 2
damage(31,79): 1
damage(31,80): 2
damage(31,81): 0
damage(31,82): 2
damage(31,83): 1
damage(31,84): 2
damage(31,85): 1
damage(31,86): 2
damage(31,87): 1
damage(31,88): 1
damage(31,89): 0
damage(31,90): 2
damage(31,91): 1
damage(31,92): 2
damage(31,93): 2
damage(31,94): 0
damage(31,95): 2
damage(31,96): 0
damage(31,97): 0
damage(31,98): 0
damage(31,99): 1
damage(32,0): 2
damage(32,1): 2
damage(32,2): 2
damage(32,3): 1
damage(32,4): 1
damage(32,5): 2
damage(32,6): 2
damage(32,7): 2
damage(32,8): 1
damage(32,9): 2
damage(32,10): 0
damage(32,11): 1
damage(32,12): 0
damage(32,13): 0
damage(32,14): 2
damage(32,15): 0
damage(32,16): 1
damage(32,17): 2
damage(32,18): 2
damage(32,19): 1
damage(32,20): 0
damage(32,21): 2
damage(32,22): 2
damage(32,23): 0
damage(32,24): 2
damage(32,25): 0
damage(32,26): 2
damage(32,27): 0
damage(32,28): 0
damage(32,29): 0
damage(32,30): 1
damage(32,31): 1
damage(32,32): 2
damage(32,33): 1
damage(32,34): 2
damage(32,35): 2
damage(32,36): 1
damage(32,37): 2
damage(32,38): 2
damage(32,39): 0
damage(32,40): 2
damage(32,41): 2
damage(32,42): 1
damage(32,43): 0
damage(32,44): 0
damage(32,45): 2
damage(32,46): 1
damage(32,47): 2
damage(32,48): 1
damage(32,49): 2
damage(32,50): 1
damage(32,51): 1
damage(32,52): 1
damage(32,53): 0
damage(32,54): 1
damage(32,55): 1
damage(32,56): 1
damage(32,57): 1
damage(32,58): 1
damage(32,59): 2
damage(32,60): 0
damage(32,61): 0
damage(32,62): 0
damage(32,63): 0
damage(32,64): 2
damage(32,65): 1
damage(32,66): 0
damage(32,67): 0
damage(32,68): 0
damage(32,69): 2
damage(32,70): 0
damage(32,71): 0
damage(32,72): 2
damage(32,73): 0
damage(32,74): 0
damage(32,75): 0
damage(32,76): 2
damage(32,77): 0
damage(32,78): 0
damage(32,79): 1
damage(32,80): 2
damage(32,81): 2
damage(32,82): 0
damage(32,83): 1
damage(32,84): 0
damage(32,85): 2
damage(32,86): 2
damage(32,87): 2
damage(32,88): 2
damage(32,89): 1
damage(32,90): 2
damage(32,91): 2
damage(32,92): 2
damage(32,93): 0
damage(32,94): 2
damage(32,95): 2
damage(32,96): 1
damage(32,97): 0
damage(32,98): 0
damage(32,99): 0
damage(33,0): 2
damage(33,1): 1
damage(33,2): 0
damage(33,3): 2
damage(33,4): 2
damage(33,5): 2
damage(33,6): 0
damage(33,7): 2
damage(33,8): 2
damage(33,9): 2
damage(33,10): 0
damage(33,11): 2
damage(33,12): 2
damage(33,13): 1
damage(33,14): 0
damage(33,15): 2
damage(33,16): 1
damage(33,17): 0
damage(33,18): 2
damage(33,19): 1
damage(33,20): 2
damage(33,21): 1
damage(33,22): 0
damage(33,23): 1
damage(33,24): 2
damage(33,25): 0
damage(33,26): 1
damage(33,27): 1
damage(33,28): 1
damage(33,29): 2
damage(33,30): 1
damage(33,31): 2
damage(33,32): 1
damage(33,33): 2
damage(33,34): 1
damage(33,35): 0
damage(33,36): 1
damage(33,37): 0
damage(33,38): 0
damage(33,39): 1
damage(33,40): 2
damage(33,41): 0
damage(33,42): 0
damage(33,43): 1
damage(33,44): 2
damage(33,45): 0
damage(33,46): 0
damage(33,47): 1
damage(33,48): 1
damage(33,49): 0
damage(33,50): 2
damage(33,51): 0
damage(33,52): 2
damage(33,53): 0
damage(33,54): 0
damage(33,55): 2
damage(33,56): 0
damage(33,57): 1
damage(33,58): 1
damage(33,59): 2
damage(33,60): 0
damage(33,61): 0
damage(33,62): 2
damage(33,63): 2
damage(33,64): 2
damage(33,65): 0
damage(33,66): 0
damage(33,67): 2
damage(33,68): 1
damage(33,69): 0
damage(33,70): 0
damage(33,71): 0
damage(33,72): 1
damage(33,73): 1
damage(33,74): 2
damage(33,75): 1
damage(33,76): 2
damage(33,77): 0
damage(33,78): 0
damage(33,79): 1
damage(33,80): 1
damage(33,81): 2
damage(33,82): 1
damage(33,83): 1
damage(33,84): 0
damage(33,85): 1
damage(33,86): 0
damage(33,87): 0
damage(33,88): 1
damage(33,89): 2
damage(33,90): 0
damage(33,91): 1
damage(33,92): 2
damage(33,93): 0
damage(33,94): 1
damage(33,95): 2
damage(33,96): 1
damage(33,97): 1
damage(33,98): 1
damage(33,99): 2
damage(34,0): 0
damage(34,1): 2
damage(34,2): 1
damage(34,3): 2
damage(34,4): 0
damage(34,5): 0
damage(34,6): 0
damage(34,7): 2
damage(34,8): 1
damage(34,9): 0
damage(34,10): 1
damage(34,11): 0
damage(34,12): 0
damage(34,13): 0
damage(34,14): 2
damage(34,15): 0
damage(34,16): 2
damage(34,17): 2
damage(34,18): 1
damage(34,19): 0
damage(34,20): 2
damage(34,21): 0
damage(34,22): 0
damage(34,23): 1
damage(34,24): 0
damage(34,25): 2
damage(34,26): 0
damage(34,27): 2
damage(34,28): 1
damage(34,29): 2
damage(34,30): 0
damage(34,31): 1
damage(34,32): 2
damage(34,33): 2
damage(34,34): 0
damage(34,35): 2
damage(34,36): 2
damage(34,37): 1
damage(34,38): 2
damage(34,39): 2
damage(34,40): 1
damage(34,41): 1
damage(34,42): 2
damage(34,43): 2
damage(34,44): 2
damage(34,45): 2
damage(34,46): 0
damage(34,47): 2
damage(34,48): 1
damage(34,49): 0
damage(34,50): 0
damage(34,51): 1
damage(34,52): 1
damage(34,53): 0
damage(34,54): 2
damage(34,55): 2
damage(34,56): 0
damage(34,57): 0
damage(34,58): 2
damage(34,59): 1
damage(34,60): 0
damage(34,61): 0
damage(34,62): 0
damage(34,63): 2
damage(34,64): 2
damage(34,65): 1
damage(34,66): 2
damage(34,67): 2
damage(34,68): 0
damage(34,69): 0
damage(34,70): 1
damage(34,71): 2
damage(34,72): 1
damage(34,73): 1
damage(34,74): 2
damage(34,75): 1
damage(34,76): 0
damage(34,77): 0
damage(34,78): 0
damage(34,79): 2
damage(34,80): 0
damage(34,81): 1
damage(34,82): 0
damage(34,83): 1
damage(34,84): 2
damage(34,85): 0
damage(34,86): 1
damage(34,87): 2
damage(34,88): 2
damage(34,89): 1
damage(34,90): 1
damage(34,91): 2
damage(34,92): 1
damage(34,93): 2
damage(34,94): 0
damage(34,95): 0
damage(34,96): 0
damage(34,97): 0
damage(34,98): 2
damage(34,99): 0
damage(35,0): 0
damage(35,1): 2
damage(35,2): 0
damage(35,3): 2
damage(35,4): 0
damage(35,5): 2
damage(35,6): 1
damage(35,7): 1
damage(35,8): 2
damage(35,9): 2
damage(35,10): 0
damage(35,11): 1
damage(35,12): 0
damage(35,13): 2
damage(35,14): 2
damage(35,15): 0
damage(35,16): 2
damage(35,17): 1
damage(35,18): 0
damage(35,19): 1
damage(35,20): 2
damage(35,21): 1
damage(35,22): 2
damage(35,23): 1
damage(35,24): 0
damage(35,25): 0
damage(35,26): 2
damage(35,27): 1
damage(35,28): 0
damage(35,29): 0
damage(35,30): 2
damage(35,31): 2
damage(35,32): 2
damage(35,33): 2
damage(35,34): 1
damage(35,35): 2
damage(35,36): 2
damage(35,37): 0
damage(35,38): 1
damage(35,39): 0
damage(35,40): 0
damage(35,41): 0
damage(35,42): 1
damage(35,43): 1
damage(35,44): 2
damage(35,45): 1
damage(35,46): 2
damage(35,47): 2
damage(35,48): 0
damage(35,49): 0
damage(35,50): 1
damage(35,51): 0
damage(35,52): 1
damage(35,53): 1
damage(35,54): 2
damage(35,55): 0
damage(35,56): 1
damage(35,57): 2
damage(35,58): 2
damage(35,59): 2
damage(35,60): 2
damage(35,61): 1
damage(35,62): 1
damage(35,63): 1
damage(35,64): 1
damage(35,65): 1
damage(35,66): 1
damage(35,67): 1
damage(35,68): 2
damage(35,69): 0
damage(35,70): 1
damage(35,71): 0
damage(35,72): 0
damage(35,73): 0
damage(35,74): 1
damage(35,75): 2
damage(35,76): 2
damage(35,77): 2
damage(35,78): 2
damage(35,79): 0
damage(35,80): 2
damage(35,81): 1
damage(35,82): 1
damage(35,83): 1
damage(35,84): 0
damage(35,85): 1
damage(35,86): 1
damage(35,87): 2
damage(35,88): 1
damage(35,89): 0
damage(35,90): 1
damage(35,91): 0
damage(35,92): 2
damage(35,93): 1
damage(35,94): 2
damage(35,95): 1
damage(35,96): 0
damage(35,97): 1
damage(35,98): 2
damage(35,99): 0
damage(36,0): 1
damage(36,1): 1
damage(36,2): 0
damage(36,3): 0
damage(36,4): 1
damage(36,5): 2
damage(36,6): 2
damage(36,7): 1
damage(36,8): 1
damage(36,9): 2
damage(36,10): 1
damage(36,11): 0
damage(36,12): 1
damage(36,13): 1
damage(36,14): 2
damage(36,15): 1
damage(36,16): 2
damage(36,17): 1
damage(36,18): 1
damage(36,19): 0
damage(36,20): 2
damage(36,21): 0
damage(36,22): 1
damage(36,23): 2
damage(36,24): 2
damage(36,25): 1
damage(36,26): 0
damage(36,27): 0
damage(36,28): 0
damage(36,29): 2
damage(36,30): 0
damage(36,31): 1
damage(36,32): 1
damage(36,33): 1
damage(36,34): 2
damage(36,35): 1
damage(36,36): 0
damage(36,37): 0
damage(36,38): 2
damage(36,39): 0
damage(36,40): 2
damage(36,41): 2
damage(36,42): 1
damage(36,43): 2
damage(36,44): 0
damage(36,45): 1
damage(36,46): 1
damage(36,47): 2
damage(36,48): 0
damage(36,49): 0
damage(36,50): 0
damage(36,51): 2
damage(36,52): 1
damage(36,53): 2
damage(36,54): 2
damage(36,55): 0
damage(36,56): 1
damage(36,57): 2
damage(36,58): 1
damage(36,59): 1
damage(36,60): 2
damage(36,61): 2
damage(36,62): 0
damage(36,63): 1
damage(36,64): 0
damage(36,65): 0
damage(36,66): 2
damage(36,67): 1
damage(36,68): 0
damage(36,69): 1
damage(36,70): 1
damage(36,71): 0
damage(36,72): 0
damage(36,73): 1
damage(36,74): 2
damage(36,75): 1
damage(36,76): 2
damage(36,77): 1
damage(36,78): 1
damage(36,79): 2
damage(36,80): 1
damage(36,81): 2
damage(36,82): 2
damage(36,83): 0
damage(36,84): 1
damage(36,85): 1
damage(36,86): 1
damage(36,87): 0
damage(36,88): 1
damage(36,89): 2
damage(36,90): 1
damage(36,91): 1
damage(36,92): 1
damage(36,93): 1
damage(36,94): 0
damage(36,95): 1
damage(36,96): 1
damage(36,97): 0
damage(36,98): 0
damage(36,99): 1
damage(37,0): 2
damage(37,1): 0
damage(37,2): 2
damage(37,3): 0
damage(37,4): 1
damage(37,5): 2
damage(37,6): 2
damage(37,7): 0
damage(37,8): 1
damage(37,9): 0
damage(37,10): 1
damage(37,11): 0
damage(37,12): 2
damage(37,13): 0
damage(37,14): 0
damage(37,15): 1
damage(37,16): 0
damage(37,17): 1
damage(37,18): 1
damage(37,19): 1
damage(37,20): 0
damage(37,21): 0
damage(37,22): 0
damage(37,23): 2
damage(37,24): 2
damage(37,25): 0
damage(37,26): 0
damage(37,27): 0
damage(37,28): 1
damage(37,29): 2
damage(37,30): 0
damage(37,31): 1
damage(37,32): 2
damage(37,33): 0
damage(37,34): 2
damage(37,35): 0
damage(37,36): 2
damage(37,37): 1
damage(37,38): 1
damage(37,39): 1
damage(37,40): 2
damage(37,41): 2
damage(37,42): 1
damage(37,43): 2
damage(37,44): 1
damage(37,45): 0
damage(37,46): 2
damage(37,47): 1
damage(37,48): 1
damage(37,49): 1
damage(37,50): 0
damage(37,51): 2
damage(37,52): 2
damage(37,53): 2
damage(37,54): 1
damage(37,55): 1
damage(37,56): 0
damage(37,57): 0
damage(37,58): 2
damage(37,59): 2
damage(37,60): 0
damage(37,61): 0
damage(37,62): 0
damage(37,63): 2
damage(37,64): 0
damage(37,65): 2
damage(37,66): 0
damage(37,67): 1
damage(37,68): 0
damage(37,69): 1
damage(37,70): 0
damage(37,71): 2
damage(37,72): 1
damage(37,73): 2
damage(37,74): 0
damage(37,75): 0
damage(37,76): 2
damage(37,77): 2
damage(37,78): 1
damage(37,79): 1
damage(37,80): 0
damage(37,81): 2
damage(37,82): 1
damage(37,83): 2
damage(37,84): 1
damage(37,85): 0
damage(37,86): 1
damage(37,87): 2
damage(37,88): 1
damage(37,89): 2
damage(37,90): 1
damage(37,91): 1
damage(37,92): 2
damage(37,93): 1
damage(37,94): 1
damage(37,95): 1
damage(37,96): 0
damage(37,97): 1
damage(37,98): 2
damage(37,99): 0
damage(38,0): 1
damage(38,1): 0
damage(38,2): 1
damage(38,3): 0
damage(38,4): 2
damage(38,5): 1
damage(38,6): 0
damage(38,7): 0
damage(38,8): 1
damage(38,9): 2
damage(38,10): 2
damage(38,11): 2
damage(38,12): 1
damage(38,13): 1
damage(38,14): 0
damage(38,15): 0
damage(38,16): 1
damage(38,17): 1
damage(38,18): 2
damage(38,19): 1
damage(38,20): 0
damage(38,21): 0
damage(38,22): 0
damage(38,23): 1
damage(38,24): 2
damage(38,25): 2
damage(38,26): 2
damage(38,27): 2
damage(38,28): 1
damage(38,29): 2
damage(38,30): 0
damage(38,31): 0
damage(38,32): 0
damage(38,33): 2
damage(38,34): 1
damage(38,35): 0
damage(38,36): 1
damage(38,37): 1
damage(38,38): 0
damage(38,39): 2
damage(38,40): 1
damage(38,41): 2
damage(38,42): 2
damage(38,43): 0
damage(38,44): 1
damage(38,45): 2
damage(38,46): 0
damage(38,47): 0
damage(38,48): 1
damage(38,49): 0
damage(38,50): 2
damage(38,51): 0
damage(38,52): 1
damage(38,53): 2
damage(38,54): 1
damage(38,55): 0
damage(38,56): 2
damage(38,57): 1
damage(38,58): 0
damage(38,59): 2
damage(38,60): 1
damage(38,61): 0
damage(38,62): 0
damage(38,63): 1
damage(38,64): 0
damage(38,65): 2
damage(38,66): 1
damage(38,67): 1
damage(38,68): 1
damage(38,69): 0
damage(38,70): 2
damage(38,71): 0
damage(38,72): 0
damage(38,73): 1
damage(38,74): 0
damage(38,75): 2
damage(38,76): 1
damage(38,77): 1
damage(38,78): 0
damage(38,79): 2
damage(38,80): 1
damage(38,81): 2
damage(38,82): 2
damage(38,83): 0
damage(38,84): 2
damage(38,85): 1
damage(38,86): 0
damage(38,87): 0
damage(38,88): 2
damage(38,89): 0
damage(38,90): 0
damage(38,91): 0
damage(38,92): 1
damage(38,93): 0
damage(38,94): 2
damage(38,95): 2
damage(38,96): 0
damage(38,97): 1
damage(38,98): 1
damage(38,99): 2
damage(39,0): 2
damage(39,1): 0
damage(39,2): 2
damage(39,3): 2
damage(39,4): 2
damage(39,5): 0
damage(39,6): 1
damage(39,7): 0
damage(39,8): 1
damage(39,9): 1
damage(39,10): 0
damage(39,11): 0
damage(39,12): 1
damage(39,13): 0
damage(39,14): 0
damage(39,15): 2
damage(39,16): 1
damage(39,17): 1
damage(39,18): 0
damage(39,19): 2
damage(39,20): 2
damage(39,21): 0
damage(39,22): 0
damage(39,23): 0
damage(39,24): 1
damage(39,25): 0
damage(39,26): 0
damage(39,27): 2
damage(39,28): 2
damage(39,29): 2
damage(39,30): 2
damage(39,31): 1
damage(39,32): 0
damage(39,33): 1
damage(39,34): 1
damage(39,35): 2
damage(39,36): 2
damage(39,37): 0
damage(39,38): 0
damage(39,39): 0
damage(39,40): 2
damage(39,41): 0
damage(39,42): 1
damage(39,43): 2
damage(39,44): 1
damage(39,45): 2
damage(39,46): 1
damage(39,47): 1
damage(39,48): 0
damage(39,49): 2
damage(39,50): 0
damage(39,51): 0
damage(39,52): 2
damage(39,53): 1
damage(39,54): 0
damage(39,55): 1
damage(39,56): 1
damage(39,57): 1
damage(39,58): 0
damage(39,59): 1
damage(39,60): 1
damage(39,61): 0
damage(39,62): 0
damage(39,63): 1
damage(39,64): 2
damage(39,65): 2
damage(39,66): 1
damage(39,67): 1
damage(39,68): 0
damage(39,69): 2
damage(39,70): 1
damage(39,71): 2
damage(39,72): 1
damage(39,73): 0
damage(39,74): 2
damage(39,75): 2
damage(39,76): 2
damage(39,77): 1
damage(39,78): 0
damage(39,79): 0
damage(39,80): 0
damage(39,81): 1
damage(39,82): 0
damage(39,83): 2
damage(39,84): 0
damage(39,85): 2
damage(39,86): 2
damage(39,87): 2
damage(39,88): 1
damage(39,89): 0
damage(39,90): 2
damage(39,91): 0
damage(39,92): 1
damage(39,93): 2
damage(39,94): 2
damage(39,95): 0
damage(39,96): 2
damage(39,97): 2
damage(39,98): 2
damage(39,99): 2
damage(40,0): 1
damage(40,1): 1
damage(40,2): 0
damage(40,3): 0
damage(40,4): 2
damage(40,5): 2
damage(40,6): 0
damage(40,7): 2
damage(40,8): 1
damage(40,9): 1
damage(40,10): 0
damage(40,11): 2
damage(40,12): 1
damage(40,13): 0
damage(40,14): 0
damage(40,15): 2
damage(40,16): 2
damage(40,17): 2
damage(40,18): 2
damage(40,19): 1
damage(40,20): 2
damage(40,21): 1
damage(40,22): 2
damage(40,23): 0
damage(40,24): 2
damage(40,25): 1
damage(40,26): 1
damage(40,27): 1
damage(40,28): 1
damage(40,29): 1
damage(40,30): 2
damage(40,31): 0
damage(40,32): 0
damage(40,33): 2
damage(40,34): 1
damage(40,35): 2
damage(40,36): 2
damage(40,37): 2
damage(40,38): 2
damage(40,39): 1
damage(40,40): 2
damage(40,41): 0
damage(40,42): 1
damage(40,43): 0
damage(40,44): 0
damage(40,45): 1
damage(40,46): 0
damage(40,47): 1
damage(40,48): 0
damage(40,49): 2
damage(40,50): 0
damage(40,51): 2
damage(40,52): 1
damage(40,53): 2
damage(40,54): 1
damage(40,55): 1
damage(40,56): 1
damage(40,57): 0
damage(40,58): 2
damage(40,59): 0
damage(40,60): 1
damage(40,61): 2
damage(40,62): 1
damage(40,63): 1
damage(40,64): 1
damage(40,65): 2
damage(40,66): 2
damage(40,67): 1
damage(40,68): 2
damage(40,69): 2
damage(40,70): 2
damage(40,71): 2
damage(40,72): 2
damage(40,73): 1
damage(40,74): 2
damage(40,75): 0
damage(40,76): 2
damage(40,77): 2
damage(40,78): 2
damage(40,79): 0
damage(40,80): 2
damage(40,81): 2
damage(40,82): 1
